index,MOF,node 1,node 2,edge,topo,UG,UG_five_level
12849,sym_3_on_2_sym_8_mc_7_L_20,sym_3_on_2,sym_8_mc_7,L_20,the,15.214,Average
12850,sym_3_on_2_sym_8_mc_7_L_21,sym_3_on_2,sym_8_mc_7,L_21,the,5.014,Bad
12851,sym_3_on_2_sym_8_mc_7_L_22,sym_3_on_2,sym_8_mc_7,L_22,the,14.702,Average
12852,sym_3_on_2_sym_8_mc_7_L_23,sym_3_on_2,sym_8_mc_7,L_23,the,15.974,Average
12853,sym_3_on_2_sym_8_mc_7_L_24,sym_3_on_2,sym_8_mc_7,L_24,the,16.72,Average
12854,sym_3_on_2_sym_8_mc_7_L_25,sym_3_on_2,sym_8_mc_7,L_25,the,16.572,Average
12855,sym_3_on_2_sym_8_mc_7_L_26,sym_3_on_2,sym_8_mc_7,L_26,the,15.185,Average
12856,sym_3_on_2_sym_8_mc_7_L_27,sym_3_on_2,sym_8_mc_7,L_27,the,19.652,Average
12857,sym_3_on_2_sym_8_mc_7_L_28,sym_3_on_2,sym_8_mc_7,L_28,the,16.284,Average
12858,sym_3_on_2_sym_8_mc_7_L_29,sym_3_on_2,sym_8_mc_7,L_29,the,19.247,Average
12859,sym_3_on_2_sym_8_mc_7_L_2,sym_3_on_2,sym_8_mc_7,L_2,the,7.519,Bad
12860,sym_3_on_2_sym_8_mc_7_L_30,sym_3_on_2,sym_8_mc_7,L_30,the,18.218,Average
12861,sym_3_on_2_sym_8_mc_7_L_31,sym_3_on_2,sym_8_mc_7,L_31,the,15.96,Average
12862,sym_3_on_2_sym_8_mc_7_L_32,sym_3_on_2,sym_8_mc_7,L_32,the,18.935,Average
12863,sym_3_on_2_sym_8_mc_7_L_33,sym_3_on_2,sym_8_mc_7,L_33,the,18.691,Average
12864,sym_3_on_2_sym_8_mc_7_L_34,sym_3_on_2,sym_8_mc_7,L_34,the,20.583,Good
12865,sym_3_on_2_sym_8_mc_7_L_35,sym_3_on_2,sym_8_mc_7,L_35,the,19.483,Average
12866,sym_3_on_2_sym_8_mc_7_L_36,sym_3_on_2,sym_8_mc_7,L_36,the,18.247,Average
12867,sym_3_on_2_sym_8_mc_7_L_37,sym_3_on_2,sym_8_mc_7,L_37,the,20.857,Good
12868,sym_3_on_2_sym_8_mc_7_L_38,sym_3_on_2,sym_8_mc_7,L_38,the,20.466,Good
12869,sym_3_on_2_sym_8_mc_7_L_39,sym_3_on_2,sym_8_mc_7,L_39,the,21.392,Good
12870,sym_3_on_2_sym_8_mc_7_L_3,sym_3_on_2,sym_8_mc_7,L_3,the,8.74,Bad
12871,sym_3_on_2_sym_8_mc_7_L_40,sym_3_on_2,sym_8_mc_7,L_40,the,20.444,Good
12872,sym_3_on_2_sym_8_mc_7_L_41,sym_3_on_2,sym_8_mc_7,L_41,the,21.978,Good
12873,sym_3_on_2_sym_8_mc_7_L_42,sym_3_on_2,sym_8_mc_7,L_42,the,20.055,Good
12874,sym_3_on_2_sym_8_mc_7_L_43,sym_3_on_2,sym_8_mc_7,L_43,the,23.228,Good
12875,sym_3_on_2_sym_8_mc_7_L_44,sym_3_on_2,sym_8_mc_7,L_44,the,22.93,Good
12876,sym_3_on_2_sym_8_mc_7_L_45,sym_3_on_2,sym_8_mc_7,L_45,the,20.948,Good
12877,sym_3_on_2_sym_8_mc_7_L_46,sym_3_on_2,sym_8_mc_7,L_46,the,26.883,Excellent
12878,sym_3_on_2_sym_8_mc_7_L_47,sym_3_on_2,sym_8_mc_7,L_47,the,27.114,Excellent
12879,sym_3_on_2_sym_8_mc_7_L_4,sym_3_on_2,sym_8_mc_7,L_4,the,8.103,Bad
12880,sym_3_on_2_sym_8_mc_7_L_5,sym_3_on_2,sym_8_mc_7,L_5,the,8.234,Bad
12881,sym_3_on_2_sym_8_mc_7_L_6,sym_3_on_2,sym_8_mc_7,L_6,the,7.953,Bad
12882,sym_3_on_2_sym_8_mc_7_L_7,sym_3_on_2,sym_8_mc_7,L_7,the,8.159,Bad
12883,sym_3_on_2_sym_8_mc_7_L_8,sym_3_on_2,sym_8_mc_7,L_8,the,7.463,Bad
12884,sym_3_on_2_sym_8_mc_7_L_9,sym_3_on_2,sym_8_mc_7,L_9,the,7.322,Bad
12885,sym_3_on_2_sym_8_mc_8__,sym_3_on_2,sym_8_mc_8,,the,5.895,Bad
12886,sym_3_on_2_sym_8_mc_8_L_10,sym_3_on_2,sym_8_mc_8,L_10,the,11.591,Poor
12887,sym_3_on_2_sym_8_mc_8_L_11,sym_3_on_2,sym_8_mc_8,L_11,the,11.103,Poor
12888,sym_3_on_2_sym_8_mc_8_L_12,sym_3_on_2,sym_8_mc_8,L_12,the,13.273,Poor
12889,sym_3_on_2_sym_8_mc_8_L_13,sym_3_on_2,sym_8_mc_8,L_13,the,12.567,Poor
12890,sym_3_on_2_sym_8_mc_8_L_14,sym_3_on_2,sym_8_mc_8,L_14,the,15.285,Average
12891,sym_3_on_2_sym_8_mc_8_L_15,sym_3_on_2,sym_8_mc_8,L_15,the,15.05,Average
12892,sym_3_on_2_sym_8_mc_8_L_16,sym_3_on_2,sym_8_mc_8,L_16,the,17.468,Average
12893,sym_3_on_2_sym_8_mc_8_L_17,sym_3_on_2,sym_8_mc_8,L_17,the,16.229,Average
12894,sym_3_on_2_sym_8_mc_8_L_18,sym_3_on_2,sym_8_mc_8,L_18,the,15.182,Average
12895,sym_3_on_2_sym_8_mc_8_L_19,sym_3_on_2,sym_8_mc_8,L_19,the,18.882,Average
12896,sym_3_on_2_sym_8_mc_8_L_1,sym_3_on_2,sym_8_mc_8,L_1,the,9.71,Bad
12897,sym_3_on_2_sym_8_mc_8_L_20,sym_3_on_2,sym_8_mc_8,L_20,the,18.635,Average
12898,sym_3_on_2_sym_8_mc_8_L_21,sym_3_on_2,sym_8_mc_8,L_21,the,17.106,Average
12899,sym_3_on_2_sym_8_mc_8_L_22,sym_3_on_2,sym_8_mc_8,L_22,the,17.906,Average
12900,sym_3_on_2_sym_8_mc_8_L_23,sym_3_on_2,sym_8_mc_8,L_23,the,19.164,Average
12901,sym_3_on_2_sym_8_mc_8_L_24,sym_3_on_2,sym_8_mc_8,L_24,the,20.26,Good
12902,sym_3_on_2_sym_8_mc_8_L_25,sym_3_on_2,sym_8_mc_8,L_25,the,19.836,Good
12903,sym_3_on_2_sym_8_mc_8_L_26,sym_3_on_2,sym_8_mc_8,L_26,the,18.597,Average
12904,sym_3_on_2_sym_8_mc_8_L_27,sym_3_on_2,sym_8_mc_8,L_27,the,22.92,Good
12905,sym_3_on_2_sym_8_mc_8_L_28,sym_3_on_2,sym_8_mc_8,L_28,the,18.72,Average
12906,sym_3_on_2_sym_8_mc_8_L_29,sym_3_on_2,sym_8_mc_8,L_29,the,22.217,Good
12907,sym_3_on_2_sym_8_mc_8_L_2,sym_3_on_2,sym_8_mc_8,L_2,the,10.716,Poor
12908,sym_3_on_2_sym_8_mc_8_L_30,sym_3_on_2,sym_8_mc_8,L_30,the,20.713,Good
12909,sym_3_on_2_sym_8_mc_8_L_31,sym_3_on_2,sym_8_mc_8,L_31,the,16.991,Average
12910,sym_3_on_2_sym_8_mc_8_L_32,sym_3_on_2,sym_8_mc_8,L_32,the,22.274,Good
12911,sym_3_on_2_sym_8_mc_8_L_33,sym_3_on_2,sym_8_mc_8,L_33,the,22.176,Good
12912,sym_3_on_2_sym_8_mc_8_L_34,sym_3_on_2,sym_8_mc_8,L_34,the,24.123,Good
12913,sym_3_on_2_sym_8_mc_8_L_35,sym_3_on_2,sym_8_mc_8,L_35,the,23.119,Good
12914,sym_3_on_2_sym_8_mc_8_L_36,sym_3_on_2,sym_8_mc_8,L_36,the,21.717,Good
12915,sym_3_on_2_sym_8_mc_8_L_37,sym_3_on_2,sym_8_mc_8,L_37,the,24.356,Good
12916,sym_3_on_2_sym_8_mc_8_L_38,sym_3_on_2,sym_8_mc_8,L_38,the,23.977,Good
12917,sym_3_on_2_sym_8_mc_8_L_39,sym_3_on_2,sym_8_mc_8,L_39,the,24.687,Good
12918,sym_3_on_2_sym_8_mc_8_L_3,sym_3_on_2,sym_8_mc_8,L_3,the,11.748,Poor
12919,sym_3_on_2_sym_8_mc_8_L_40,sym_3_on_2,sym_8_mc_8,L_40,the,23.927,Good
12920,sym_3_on_2_sym_8_mc_8_L_41,sym_3_on_2,sym_8_mc_8,L_41,the,25.53,Good
12921,sym_3_on_2_sym_8_mc_8_L_42,sym_3_on_2,sym_8_mc_8,L_42,the,23.771,Good
12922,sym_3_on_2_sym_8_mc_8_L_43,sym_3_on_2,sym_8_mc_8,L_43,the,27.156,Excellent
12923,sym_3_on_2_sym_8_mc_8_L_44,sym_3_on_2,sym_8_mc_8,L_44,the,26.41,Excellent
12924,sym_3_on_2_sym_8_mc_8_L_45,sym_3_on_2,sym_8_mc_8,L_45,the,24.824,Good
12925,sym_3_on_2_sym_8_mc_8_L_46,sym_3_on_2,sym_8_mc_8,L_46,the,30.65,Excellent
12926,sym_3_on_2_sym_8_mc_8_L_47,sym_3_on_2,sym_8_mc_8,L_47,the,30.755,Excellent
12927,sym_3_on_2_sym_8_mc_8_L_4,sym_3_on_2,sym_8_mc_8,L_4,the,10.574,Poor
12928,sym_3_on_2_sym_8_mc_8_L_5,sym_3_on_2,sym_8_mc_8,L_5,the,10.717,Poor
12929,sym_3_on_2_sym_8_mc_8_L_6,sym_3_on_2,sym_8_mc_8,L_6,the,10.93,Poor
12930,sym_3_on_2_sym_8_mc_8_L_7,sym_3_on_2,sym_8_mc_8,L_7,the,11.045,Poor
12931,sym_3_on_2_sym_8_mc_8_L_8,sym_3_on_2,sym_8_mc_8,L_8,the,10.6,Poor
12932,sym_3_on_2_sym_8_mc_8_L_9,sym_3_on_2,sym_8_mc_8,L_9,the,10.434,Poor
12933,sym_3_on_2_sym_8_mc_9__,sym_3_on_2,sym_8_mc_9,,the,2.628,Bad
12934,sym_3_on_2_sym_8_mc_9_L_10,sym_3_on_2,sym_8_mc_9,L_10,the,7.986,Bad
12935,sym_3_on_2_sym_8_mc_9_L_11,sym_3_on_2,sym_8_mc_9,L_11,the,7.564,Bad
12936,sym_3_on_2_sym_8_mc_9_L_12,sym_3_on_2,sym_8_mc_9,L_12,the,8.998,Bad
12937,sym_3_on_2_sym_8_mc_9_L_13,sym_3_on_2,sym_8_mc_9,L_13,the,8.495,Bad
12938,sym_3_on_2_sym_8_mc_9_L_14,sym_3_on_2,sym_8_mc_9,L_14,the,10.201,Poor
12939,sym_3_on_2_sym_8_mc_9_L_15,sym_3_on_2,sym_8_mc_9,L_15,the,10.128,Poor
12940,sym_3_on_2_sym_8_mc_9_L_16,sym_3_on_2,sym_8_mc_9,L_16,the,12.135,Poor
12941,sym_3_on_2_sym_8_mc_9_L_17,sym_3_on_2,sym_8_mc_9,L_17,the,11.944,Poor
12942,sym_3_on_2_sym_8_mc_9_L_18,sym_3_on_2,sym_8_mc_9,L_18,the,11.3,Poor
12943,sym_3_on_2_sym_8_mc_9_L_19,sym_3_on_2,sym_8_mc_9,L_19,the,14.234,Poor
12944,sym_3_on_2_sym_8_mc_9_L_1,sym_3_on_2,sym_8_mc_9,L_1,the,5.457,Bad
12945,sym_3_on_2_sym_8_mc_9_L_20,sym_3_on_2,sym_8_mc_9,L_20,the,13.846,Poor
12946,sym_3_on_2_sym_8_mc_9_L_21,sym_3_on_2,sym_8_mc_9,L_21,the,14.168,Poor
12947,sym_3_on_2_sym_8_mc_9_L_22,sym_3_on_2,sym_8_mc_9,L_22,the,14.273,Poor
12948,sym_3_on_2_sym_8_mc_9_L_23,sym_3_on_2,sym_8_mc_9,L_23,the,15.219,Average
12949,sym_3_on_2_sym_8_mc_9_L_24,sym_3_on_2,sym_8_mc_9,L_24,the,16.089,Average
12950,sym_3_on_2_sym_8_mc_9_L_25,sym_3_on_2,sym_8_mc_9,L_25,the,15.666,Average
12951,sym_3_on_2_sym_8_mc_9_L_26,sym_3_on_2,sym_8_mc_9,L_26,the,14.591,Poor
12952,sym_3_on_2_sym_8_mc_9_L_27,sym_3_on_2,sym_8_mc_9,L_27,the,17.335,Average
12953,sym_3_on_2_sym_8_mc_9_L_28,sym_3_on_2,sym_8_mc_9,L_28,the,15.229,Average
12954,sym_3_on_2_sym_8_mc_9_L_29,sym_3_on_2,sym_8_mc_9,L_29,the,17.413,Average
12955,sym_3_on_2_sym_8_mc_9_L_2,sym_3_on_2,sym_8_mc_9,L_2,the,6.147,Bad
12956,sym_3_on_2_sym_8_mc_9_L_30,sym_3_on_2,sym_8_mc_9,L_30,the,16.681,Average
12957,sym_3_on_2_sym_8_mc_9_L_31,sym_3_on_2,sym_8_mc_9,L_31,the,15.414,Average
12958,sym_3_on_2_sym_8_mc_9_L_32,sym_3_on_2,sym_8_mc_9,L_32,the,17.971,Average
12959,sym_3_on_2_sym_8_mc_9_L_33,sym_3_on_2,sym_8_mc_9,L_33,the,17.773,Average
12960,sym_3_on_2_sym_8_mc_9_L_34,sym_3_on_2,sym_8_mc_9,L_34,the,19.197,Average
12961,sym_3_on_2_sym_8_mc_9_L_35,sym_3_on_2,sym_8_mc_9,L_35,the,18.437,Average
12962,sym_3_on_2_sym_8_mc_9_L_36,sym_3_on_2,sym_8_mc_9,L_36,the,18.202,Average
12963,sym_3_on_2_sym_8_mc_9_L_37,sym_3_on_2,sym_8_mc_9,L_37,the,19.51,Average
12964,sym_3_on_2_sym_8_mc_9_L_38,sym_3_on_2,sym_8_mc_9,L_38,the,19.072,Average
12965,sym_3_on_2_sym_8_mc_9_L_39,sym_3_on_2,sym_8_mc_9,L_39,the,20.343,Good
12966,sym_3_on_2_sym_8_mc_9_L_3,sym_3_on_2,sym_8_mc_9,L_3,the,7.348,Bad
12967,sym_3_on_2_sym_8_mc_9_L_40,sym_3_on_2,sym_8_mc_9,L_40,the,19.608,Average
12968,sym_3_on_2_sym_8_mc_9_L_41,sym_3_on_2,sym_8_mc_9,L_41,the,21.054,Good
12969,sym_3_on_2_sym_8_mc_9_L_42,sym_3_on_2,sym_8_mc_9,L_42,the,19.628,Average
12970,sym_3_on_2_sym_8_mc_9_L_43,sym_3_on_2,sym_8_mc_9,L_43,the,23.176,Good
12971,sym_3_on_2_sym_8_mc_9_L_44,sym_3_on_2,sym_8_mc_9,L_44,the,22.313,Good
12972,sym_3_on_2_sym_8_mc_9_L_45,sym_3_on_2,sym_8_mc_9,L_45,the,20.914,Good
12973,sym_3_on_2_sym_8_mc_9_L_46,sym_3_on_2,sym_8_mc_9,L_46,the,26.141,Excellent
12974,sym_3_on_2_sym_8_mc_9_L_47,sym_3_on_2,sym_8_mc_9,L_47,the,26.338,Excellent
12975,sym_3_on_2_sym_8_mc_9_L_4,sym_3_on_2,sym_8_mc_9,L_4,the,7.206,Bad
12976,sym_3_on_2_sym_8_mc_9_L_5,sym_3_on_2,sym_8_mc_9,L_5,the,6.843,Bad
12977,sym_3_on_2_sym_8_mc_9_L_6,sym_3_on_2,sym_8_mc_9,L_6,the,7.084,Bad
12978,sym_3_on_2_sym_8_mc_9_L_7,sym_3_on_2,sym_8_mc_9,L_7,the,7.525,Bad
12979,sym_3_on_2_sym_8_mc_9_L_8,sym_3_on_2,sym_8_mc_9,L_8,the,7.394,Bad
12980,sym_3_on_2_sym_8_mc_9_L_9,sym_3_on_2,sym_8_mc_9,L_9,the,7.382,Bad
12981,sym_3_on_4_sym_8_mc_7__,sym_3_on_4,sym_8_mc_7,,the,5.141,Bad
12982,sym_3_on_4_sym_8_mc_7_L_10,sym_3_on_4,sym_8_mc_7,L_10,the,10.433,Poor
12983,sym_3_on_4_sym_8_mc_7_L_11,sym_3_on_4,sym_8_mc_7,L_11,the,10.39,Poor
12984,sym_3_on_4_sym_8_mc_7_L_12,sym_3_on_4,sym_8_mc_7,L_12,the,12.263,Poor
12985,sym_3_on_4_sym_8_mc_7_L_13,sym_3_on_4,sym_8_mc_7,L_13,the,11.585,Poor
12986,sym_3_on_4_sym_8_mc_7_L_14,sym_3_on_4,sym_8_mc_7,L_14,the,13.867,Poor
12987,sym_3_on_4_sym_8_mc_7_L_15,sym_3_on_4,sym_8_mc_7,L_15,the,14.161,Poor
12988,sym_3_on_4_sym_8_mc_7_L_16,sym_3_on_4,sym_8_mc_7,L_16,the,16.363,Average
12989,sym_3_on_4_sym_8_mc_7_L_17,sym_3_on_4,sym_8_mc_7,L_17,the,15.018,Average
12990,sym_3_on_4_sym_8_mc_7_L_18,sym_3_on_4,sym_8_mc_7,L_18,the,14.446,Poor
12991,sym_3_on_4_sym_8_mc_7_L_19,sym_3_on_4,sym_8_mc_7,L_19,the,17.84,Average
12992,sym_3_on_4_sym_8_mc_7_L_1,sym_3_on_4,sym_8_mc_7,L_1,the,8.877,Bad
12993,sym_3_on_4_sym_8_mc_7_L_20,sym_3_on_4,sym_8_mc_7,L_20,the,17.094,Average
12994,sym_3_on_4_sym_8_mc_7_L_21,sym_3_on_4,sym_8_mc_7,L_21,the,5.45,Bad
12995,sym_3_on_4_sym_8_mc_7_L_22,sym_3_on_4,sym_8_mc_7,L_22,the,17.051,Average
12996,sym_3_on_4_sym_8_mc_7_L_23,sym_3_on_4,sym_8_mc_7,L_23,the,18.05,Average
12997,sym_3_on_4_sym_8_mc_7_L_24,sym_3_on_4,sym_8_mc_7,L_24,the,19.066,Average
12998,sym_3_on_4_sym_8_mc_7_L_25,sym_3_on_4,sym_8_mc_7,L_25,the,18.805,Average
12999,sym_3_on_4_sym_8_mc_7_L_26,sym_3_on_4,sym_8_mc_7,L_26,the,17.511,Average
13000,sym_3_on_4_sym_8_mc_7_L_27,sym_3_on_4,sym_8_mc_7,L_27,the,21.706,Good
13001,sym_3_on_4_sym_8_mc_7_L_28,sym_3_on_4,sym_8_mc_7,L_28,the,18.533,Average
13002,sym_3_on_4_sym_8_mc_7_L_29,sym_3_on_4,sym_8_mc_7,L_29,the,21.232,Good
13003,sym_3_on_4_sym_8_mc_7_L_2,sym_3_on_4,sym_8_mc_7,L_2,the,9.647,Bad
13004,sym_3_on_4_sym_8_mc_7_L_30,sym_3_on_4,sym_8_mc_7,L_30,the,20.327,Good
13005,sym_3_on_4_sym_8_mc_7_L_31,sym_3_on_4,sym_8_mc_7,L_31,the,18.155,Average
13006,sym_3_on_4_sym_8_mc_7_L_32,sym_3_on_4,sym_8_mc_7,L_32,the,20.769,Good
13007,sym_3_on_4_sym_8_mc_7_L_33,sym_3_on_4,sym_8_mc_7,L_33,the,20.787,Good
13008,sym_3_on_4_sym_8_mc_7_L_34,sym_3_on_4,sym_8_mc_7,L_34,the,22.55,Good
13009,sym_3_on_4_sym_8_mc_7_L_35,sym_3_on_4,sym_8_mc_7,L_35,the,21.589,Good
13010,sym_3_on_4_sym_8_mc_7_L_36,sym_3_on_4,sym_8_mc_7,L_36,the,20.686,Good
13011,sym_3_on_4_sym_8_mc_7_L_37,sym_3_on_4,sym_8_mc_7,L_37,the,22.966,Good
13012,sym_3_on_4_sym_8_mc_7_L_38,sym_3_on_4,sym_8_mc_7,L_38,the,22.028,Good
13013,sym_3_on_4_sym_8_mc_7_L_39,sym_3_on_4,sym_8_mc_7,L_39,the,23.101,Good
13014,sym_3_on_4_sym_8_mc_7_L_3,sym_3_on_4,sym_8_mc_7,L_3,the,10.685,Poor
13015,sym_3_on_4_sym_8_mc_7_L_40,sym_3_on_4,sym_8_mc_7,L_40,the,22.674,Good
13016,sym_3_on_4_sym_8_mc_7_L_41,sym_3_on_4,sym_8_mc_7,L_41,the,23.97,Good
13017,sym_3_on_4_sym_8_mc_7_L_42,sym_3_on_4,sym_8_mc_7,L_42,the,22.177,Good
13018,sym_3_on_4_sym_8_mc_7_L_43,sym_3_on_4,sym_8_mc_7,L_43,the,25.588,Good
13019,sym_3_on_4_sym_8_mc_7_L_44,sym_3_on_4,sym_8_mc_7,L_44,the,24.612,Good
13020,sym_3_on_4_sym_8_mc_7_L_45,sym_3_on_4,sym_8_mc_7,L_45,the,23.155,Good
13021,sym_3_on_4_sym_8_mc_7_L_46,sym_3_on_4,sym_8_mc_7,L_46,the,28.732,Excellent
13022,sym_3_on_4_sym_8_mc_7_L_47,sym_3_on_4,sym_8_mc_7,L_47,the,28.829,Excellent
13023,sym_3_on_4_sym_8_mc_7_L_4,sym_3_on_4,sym_8_mc_7,L_4,the,10.014,Poor
13024,sym_3_on_4_sym_8_mc_7_L_5,sym_3_on_4,sym_8_mc_7,L_5,the,8.1,Bad
13025,sym_3_on_4_sym_8_mc_7_L_6,sym_3_on_4,sym_8_mc_7,L_6,the,10.2,Poor
13026,sym_3_on_4_sym_8_mc_7_L_7,sym_3_on_4,sym_8_mc_7,L_7,the,10.305,Poor
13027,sym_3_on_4_sym_8_mc_7_L_8,sym_3_on_4,sym_8_mc_7,L_8,the,9.822,Poor
13028,sym_3_on_4_sym_8_mc_7_L_9,sym_3_on_4,sym_8_mc_7,L_9,the,9.536,Bad
13029,sym_3_on_4_sym_8_mc_8__,sym_3_on_4,sym_8_mc_8,,the,8.302,Bad
13030,sym_3_on_4_sym_8_mc_8_L_10,sym_3_on_4,sym_8_mc_8,L_10,the,13.703,Poor
13031,sym_3_on_4_sym_8_mc_8_L_11,sym_3_on_4,sym_8_mc_8,L_11,the,13.045,Poor
13032,sym_3_on_4_sym_8_mc_8_L_12,sym_3_on_4,sym_8_mc_8,L_12,the,15.385,Average
13033,sym_3_on_4_sym_8_mc_8_L_13,sym_3_on_4,sym_8_mc_8,L_13,the,14.756,Average
13034,sym_3_on_4_sym_8_mc_8_L_14,sym_3_on_4,sym_8_mc_8,L_14,the,17.346,Average
13035,sym_3_on_4_sym_8_mc_8_L_15,sym_3_on_4,sym_8_mc_8,L_15,the,17.006,Average
13036,sym_3_on_4_sym_8_mc_8_L_16,sym_3_on_4,sym_8_mc_8,L_16,the,19.483,Average
13037,sym_3_on_4_sym_8_mc_8_L_17,sym_3_on_4,sym_8_mc_8,L_17,the,18.329,Average
13038,sym_3_on_4_sym_8_mc_8_L_18,sym_3_on_4,sym_8_mc_8,L_18,the,17.141,Average
13039,sym_3_on_4_sym_8_mc_8_L_19,sym_3_on_4,sym_8_mc_8,L_19,the,20.941,Good
13040,sym_3_on_4_sym_8_mc_8_L_1,sym_3_on_4,sym_8_mc_8,L_1,the,11.22,Poor
13041,sym_3_on_4_sym_8_mc_8_L_20,sym_3_on_4,sym_8_mc_8,L_20,the,20.697,Good
13042,sym_3_on_4_sym_8_mc_8_L_21,sym_3_on_4,sym_8_mc_8,L_21,the,19.326,Average
13043,sym_3_on_4_sym_8_mc_8_L_22,sym_3_on_4,sym_8_mc_8,L_22,the,20.019,Good
13044,sym_3_on_4_sym_8_mc_8_L_23,sym_3_on_4,sym_8_mc_8,L_23,the,21.08,Good
13045,sym_3_on_4_sym_8_mc_8_L_24,sym_3_on_4,sym_8_mc_8,L_24,the,22.476,Good
13046,sym_3_on_4_sym_8_mc_8_L_25,sym_3_on_4,sym_8_mc_8,L_25,the,21.928,Good
13047,sym_3_on_4_sym_8_mc_8_L_26,sym_3_on_4,sym_8_mc_8,L_26,the,20.702,Good
13048,sym_3_on_4_sym_8_mc_8_L_27,sym_3_on_4,sym_8_mc_8,L_27,the,24.923,Good
13049,sym_3_on_4_sym_8_mc_8_L_28,sym_3_on_4,sym_8_mc_8,L_28,the,21.101,Good
13050,sym_3_on_4_sym_8_mc_8_L_29,sym_3_on_4,sym_8_mc_8,L_29,the,23.71,Good
13051,sym_3_on_4_sym_8_mc_8_L_2,sym_3_on_4,sym_8_mc_8,L_2,the,12.852,Poor
13052,sym_3_on_4_sym_8_mc_8_L_30,sym_3_on_4,sym_8_mc_8,L_30,the,22.927,Good
13053,sym_3_on_4_sym_8_mc_8_L_31,sym_3_on_4,sym_8_mc_8,L_31,the,18.725,Average
13054,sym_3_on_4_sym_8_mc_8_L_32,sym_3_on_4,sym_8_mc_8,L_32,the,24.26,Good
13055,sym_3_on_4_sym_8_mc_8_L_33,sym_3_on_4,sym_8_mc_8,L_33,the,24.198,Good
13056,sym_3_on_4_sym_8_mc_8_L_34,sym_3_on_4,sym_8_mc_8,L_34,the,26.158,Excellent
13057,sym_3_on_4_sym_8_mc_8_L_35,sym_3_on_4,sym_8_mc_8,L_35,the,25.068,Good
13058,sym_3_on_4_sym_8_mc_8_L_36,sym_3_on_4,sym_8_mc_8,L_36,the,23.856,Good
13059,sym_3_on_4_sym_8_mc_8_L_37,sym_3_on_4,sym_8_mc_8,L_37,the,26.374,Excellent
13060,sym_3_on_4_sym_8_mc_8_L_38,sym_3_on_4,sym_8_mc_8,L_38,the,26.001,Excellent
13061,sym_3_on_4_sym_8_mc_8_L_39,sym_3_on_4,sym_8_mc_8,L_39,the,26.653,Excellent
13062,sym_3_on_4_sym_8_mc_8_L_3,sym_3_on_4,sym_8_mc_8,L_3,the,13.926,Poor
13063,sym_3_on_4_sym_8_mc_8_L_40,sym_3_on_4,sym_8_mc_8,L_40,the,25.906,Good
13064,sym_3_on_4_sym_8_mc_8_L_41,sym_3_on_4,sym_8_mc_8,L_41,the,27.64,Excellent
13065,sym_3_on_4_sym_8_mc_8_L_42,sym_3_on_4,sym_8_mc_8,L_42,the,25.866,Good
13066,sym_3_on_4_sym_8_mc_8_L_43,sym_3_on_4,sym_8_mc_8,L_43,the,29.214,Excellent
13067,sym_3_on_4_sym_8_mc_8_L_44,sym_3_on_4,sym_8_mc_8,L_44,the,28.494,Excellent
13068,sym_3_on_4_sym_8_mc_8_L_45,sym_3_on_4,sym_8_mc_8,L_45,the,26.853,Excellent
13069,sym_3_on_4_sym_8_mc_8_L_46,sym_3_on_4,sym_8_mc_8,L_46,the,32.717,Excellent
13070,sym_3_on_4_sym_8_mc_8_L_47,sym_3_on_4,sym_8_mc_8,L_47,the,32.643,Excellent
13071,sym_3_on_4_sym_8_mc_8_L_4,sym_3_on_4,sym_8_mc_8,L_4,the,12.562,Poor
13072,sym_3_on_4_sym_8_mc_8_L_5,sym_3_on_4,sym_8_mc_8,L_5,the,11.684,Poor
13073,sym_3_on_4_sym_8_mc_8_L_6,sym_3_on_4,sym_8_mc_8,L_6,the,12.433,Poor
13074,sym_3_on_4_sym_8_mc_8_L_7,sym_3_on_4,sym_8_mc_8,L_7,the,13.135,Poor
13075,sym_3_on_4_sym_8_mc_8_L_8,sym_3_on_4,sym_8_mc_8,L_8,the,13.204,Poor
13076,sym_3_on_4_sym_8_mc_8_L_9,sym_3_on_4,sym_8_mc_8,L_9,the,12.647,Poor
13077,sym_3_on_4_sym_8_mc_9__,sym_3_on_4,sym_8_mc_9,,the,4.409,Bad
13078,sym_3_on_4_sym_8_mc_9_L_10,sym_3_on_4,sym_8_mc_9,L_10,the,10.259,Poor
13079,sym_3_on_4_sym_8_mc_9_L_11,sym_3_on_4,sym_8_mc_9,L_11,the,9.776,Poor
13080,sym_3_on_4_sym_8_mc_9_L_12,sym_3_on_4,sym_8_mc_9,L_12,the,11.139,Poor
13081,sym_3_on_4_sym_8_mc_9_L_13,sym_3_on_4,sym_8_mc_9,L_13,the,10.638,Poor
13082,sym_3_on_4_sym_8_mc_9_L_14,sym_3_on_4,sym_8_mc_9,L_14,the,12.405,Poor
13083,sym_3_on_4_sym_8_mc_9_L_15,sym_3_on_4,sym_8_mc_9,L_15,the,12.31,Poor
13084,sym_3_on_4_sym_8_mc_9_L_16,sym_3_on_4,sym_8_mc_9,L_16,the,14.249,Poor
13085,sym_3_on_4_sym_8_mc_9_L_17,sym_3_on_4,sym_8_mc_9,L_17,the,14.301,Poor
13086,sym_3_on_4_sym_8_mc_9_L_18,sym_3_on_4,sym_8_mc_9,L_18,the,13.47,Poor
13087,sym_3_on_4_sym_8_mc_9_L_19,sym_3_on_4,sym_8_mc_9,L_19,the,16.49,Average
